"folder","sim","scopit_star","scopit_true","kstar","scopit_worst_ratio","scopit_best_ratio"
"sim2a","n7_S96_k1_F.tsv_trees.txt",638,54,43,14.8372093023256,1.25581395348837
"sim2a","n7_S97_k1_F.tsv_trees.txt",149,61,27,5.51851851851852,2.25925925925926
"sim2a","n7_S98_k1_F.tsv_trees.txt",415,47,15,27.6666666666667,3.13333333333333
"sim2a","n7_S99_k1_F.tsv_trees.txt",5990,48,24,249.583333333333,2
"sim2b","n7_S1_k1_F_downsample_trees.txt",2139,60,48,44.5625,1.25
"sim2b","n7_S10_k1_F_downsample_trees.txt",308,65,58,5.31034482758621,1.12068965517241
"sim2b","n7_S100_k1_F_downsample_trees.txt",3744,59,46,81.3913043478261,1.28260869565217
"sim2b","n7_S11_k1_F_downsample_trees.txt",118,60,50,2.36,1.2
"sim2b","n7_S12_k1_F_downsample_trees.txt",302,61,49,6.16326530612245,1.24489795918367
"sim2b","n7_S13_k1_F_downsample_trees.txt",128,61,58,2.20689655172414,1.05172413793103
"sim2b","n7_S14_k1_F_downsample_trees.txt",1663,60,35,47.5142857142857,1.71428571428571
"sim2b","n7_S15_k1_F_downsample_trees.txt",665,71,39,17.0512820512821,1.82051282051282
"sim2b","n7_S16_k1_F_downsample_trees.txt",70,70,9,7.77777777777778,7.77777777777778
"sim2b","n7_S17_k1_F_downsample_trees.txt",2139,37,32,66.84375,1.15625
"sim2b","n7_S18_k1_F_downsample_trees.txt",1497,59,43,34.8139534883721,1.37209302325581
"sim2b","n7_S19_k1_F_downsample_trees.txt",134,56,46,2.91304347826087,1.21739130434783
"sim2b","n7_S2_k1_F_downsample_trees.txt",2995,62,16,187.1875,3.875
"sim2b","n7_S20_k1_F_downsample_trees.txt",767,55,39,19.6666666666667,1.41025641025641
"sim2b","n7_S21_k1_F_downsample_trees.txt",91,65,13,7,5
"sim2b","n7_S22_k1_F_downsample_trees.txt",116,66,28,4.14285714285714,2.35714285714286
"sim2b","n7_S23_k1_F_downsample_trees.txt",332,65,29,11.448275862069,2.24137931034483
"sim2b","n7_S24_k1_F_downsample_trees.txt",72,44,23,3.1304347826087,1.91304347826087
"sim2b","n7_S25_k1_F_downsample_trees.txt",373,61,11,33.9090909090909,5.54545454545455
"sim2b","n7_S26_k1_F_downsample_trees.txt",63,59,13,4.84615384615385,4.53846153846154
"sim2b","n7_S27_k1_F_downsample_trees.txt",712,53,44,16.1818181818182,1.20454545454545
"sim2b","n7_S28_k1_F_downsample_trees.txt",105,49,13,8.07692307692308,3.76923076923077
"sim2b","n7_S29_k1_F_downsample_trees.txt",2995,54,28,106.964285714286,1.92857142857143
"sim2b","n7_S3_k1_F_downsample_trees.txt",2495,59,19,131.315789473684,3.10526315789474
"sim2b","n7_S30_k1_F_downsample_trees.txt",277,47,30,9.23333333333333,1.56666666666667
"sim2b","n7_S31_k1_F_downsample_trees.txt",1197,65,52,23.0192307692308,1.25
"sim2b","n7_S32_k1_F_downsample_trees.txt",117,61,43,2.72093023255814,1.41860465116279
"sim2b","n7_S33_k1_F_downsample_trees.txt",64,58,9,7.11111111111111,6.44444444444444
"sim2b","n7_S34_k1_F_downsample_trees.txt",3328,45,33,100.848484848485,1.36363636363636
"sim2b","n7_S35_k1_F_downsample_trees.txt",189,59,36,5.25,1.63888888888889
"sim2b","n7_S36_k1_F_downsample_trees.txt",29956,66,52,576.076923076923,1.26923076923077
"sim2b","n7_S37_k1_F_downsample_trees.txt",613,51,32,19.15625,1.59375
"sim2b","n7_S38_k1_F_downsample_trees.txt",14978,48,40,374.45,1.2
"sim2b","n7_S39_k1_F_downsample_trees.txt",1996,65,7,285.142857142857,9.28571428571429
"sim2b","n7_S4_k1_F_downsample_trees.txt",575,54,47,12.2340425531915,1.14893617021277
"sim2b","n7_S40_k1_F_downsample_trees.txt",117,66,11,10.6363636363636,6
"sim2b","n7_S41_k1_F_downsample_trees.txt",767,55,43,17.8372093023256,1.27906976744186
"sim2b","n7_S42_k1_F_downsample_trees.txt",173,70,23,7.52173913043478,3.04347826086957
"sim2b","n7_S43_k1_F_downsample_trees.txt",965,54,51,18.921568627451,1.05882352941176
"sim2b","n7_S44_k1_F_downsample_trees.txt",329,55,48,6.85416666666667,1.14583333333333
"sim2b","n7_S45_k1_F_downsample_trees.txt",9985,53,41,243.536585365854,1.29268292682927
"sim2b","n7_S46_k1_F_downsample_trees.txt",93,59,7,13.2857142857143,8.42857142857143
"sim2b","n7_S47_k1_F_downsample_trees.txt",433,49,27,16.037037037037,1.81481481481481
"sim2b","n7_S48_k1_F_downsample_trees.txt",223,58,43,5.18604651162791,1.34883720930233
"sim2b","n7_S49_k1_F_downsample_trees.txt",165,61,6,27.5,10.1666666666667
"sim2b","n7_S5_k1_F_downsample_trees.txt",196,59,19,10.3157894736842,3.10526315789474
"sim2b","n7_S50_k1_F_downsample_trees.txt",259,59,16,16.1875,3.6875
"sim2b","n7_S51_k1_F_downsample_trees.txt",62,45,16,3.875,2.8125
"sim2b","n7_S52_k1_F_downsample_trees.txt",855,74,26,32.8846153846154,2.84615384615385
"sim2b","n7_S53_k1_F_downsample_trees.txt",2139,43,8,267.375,5.375
"sim2b","n7_S54_k1_F_downsample_trees.txt",60,47,35,1.71428571428571,1.34285714285714
"sim2b","n7_S55_k1_F_downsample_trees.txt",258,55,24,10.75,2.29166666666667
"sim2b","n7_S56_k1_F_downsample_trees.txt",967,46,28,34.5357142857143,1.64285714285714
"sim2b","n7_S57_k1_F_downsample_trees.txt",69,69,3,23,23
"sim2b","n7_S58_k1_F_downsample_trees.txt",194,54,46,4.21739130434783,1.17391304347826
"sim2b","n7_S59_k1_F_downsample_trees.txt",554,49,8,69.25,6.125
"sim2b","n7_S6_k1_F_downsample_trees.txt",935,52,34,27.5,1.52941176470588
"sim2b","n7_S60_k1_F_downsample_trees.txt",106,59,31,3.41935483870968,1.90322580645161
"sim2b","n7_S61_k1_F_downsample_trees.txt",190,60,50,3.8,1.2
"sim2b","n7_S62_k1_F_downsample_trees.txt",904,67,47,19.2340425531915,1.42553191489362
"sim2b","n7_S63_k1_F_downsample_trees.txt",1247,70,54,23.0925925925926,1.2962962962963
"sim2b","n7_S65_k1_F_downsample_trees.txt",232,59,32,7.25,1.84375
"sim2b","n7_S66_k1_F_downsample_trees.txt",45,41,19,2.36842105263158,2.15789473684211
"sim2b","n7_S67_k1_F_downsample_trees.txt",460,57,4,115,14.25
"sim2b","n7_S68_k1_F_downsample_trees.txt",1109,77,56,19.8035714285714,1.375
"sim2b","n7_S69_k1_F_downsample_trees.txt",3328,64,26,128,2.46153846153846
"sim2b","n7_S7_k1_F_downsample_trees.txt",71,71,12,5.91666666666667,5.91666666666667
"sim2b","n7_S70_k1_F_downsample_trees.txt",69,60,13,5.30769230769231,4.61538461538461
"sim2b","n7_S71_k1_F_downsample_trees.txt",383,58,40,9.575,1.45
"sim2b","n7_S72_k1_F_downsample_trees.txt",351,54,52,6.75,1.03846153846154
"sim2b","n7_S73_k1_F_downsample_trees.txt",1761,69,47,37.468085106383,1.46808510638298
"sim2b","n7_S74_k1_F_downsample_trees.txt",63,63,13,4.84615384615385,4.84615384615385
"sim2b","n7_S75_k1_F_downsample_trees.txt",1069,70,58,18.4310344827586,1.20689655172414
"sim2b","n7_S76_k1_F_downsample_trees.txt",796,55,40,19.9,1.375
"sim2b","n7_S77_k1_F_downsample_trees.txt",1109,50,35,31.6857142857143,1.42857142857143
"sim2b","n7_S78_k1_F_downsample_trees.txt",197,63,30,6.56666666666667,2.1
"sim2b","n7_S79_k1_F_downsample_trees.txt",85,58,16,5.3125,3.625
"sim2b","n7_S8_k1_F_downsample_trees.txt",809,46,3,269.666666666667,15.3333333333333
"sim2b","n7_S80_k1_F_downsample_trees.txt",157,65,9,17.4444444444444,7.22222222222222
"sim2b","n7_S81_k1_F_downsample_trees.txt",3744,67,43,87.0697674418605,1.55813953488372
"sim2b","n7_S82_k1_F_downsample_trees.txt",1497,58,56,26.7321428571429,1.03571428571429
"sim2b","n7_S83_k1_F_downsample_trees.txt",228,66,49,4.6530612244898,1.3469387755102
"sim2b","n7_S84_k1_F_downsample_trees.txt",665,55,10,66.5,5.5
"sim2b","n7_S85_k1_F_downsample_trees.txt",185,45,18,10.2777777777778,2.5
"sim2b","n7_S86_k1_F_downsample_trees.txt",62,62,21,2.95238095238095,2.95238095238095
"sim2b","n7_S87_k1_F_downsample_trees.txt",9985,61,27,369.814814814815,2.25925925925926
"sim2b","n7_S88_k1_F_downsample_trees.txt",374,57,54,6.92592592592593,1.05555555555556
"sim2b","n7_S89_k1_F_downsample_trees.txt",161,65,41,3.92682926829268,1.58536585365854
"sim2b","n7_S9_k1_F_downsample_trees.txt",1109,62,50,22.18,1.24
"sim2b","n7_S90_k1_F_downsample_trees.txt",1497,69,35,42.7714285714286,1.97142857142857
"sim2b","n7_S91_k1_F_downsample_trees.txt",80,54,21,3.80952380952381,2.57142857142857
"sim2b","n7_S92_k1_F_downsample_trees.txt",4992,54,20,249.6,2.7
"sim2b","n7_S93_k1_F_downsample_trees.txt",204,62,58,3.51724137931034,1.06896551724138
"sim2b","n7_S94_k1_F_downsample_trees.txt",610,69,37,16.4864864864865,1.86486486486486
"sim2b","n7_S95_k1_F_downsample_trees.txt",59,64,23,2.56521739130435,2.78260869565217
"sim2b","n7_S96_k1_F_downsample_trees.txt",636,54,35,18.1714285714286,1.54285714285714
"sim2b","n7_S97_k1_F_downsample_trees.txt",61,61,12,5.08333333333333,5.08333333333333
"sim2b","n7_S98_k1_F_downsample_trees.txt",415,47,15,27.6666666666667,3.13333333333333
"sim2b","n7_S99_k1_F_downsample_trees.txt",5990,48,24,249.583333333333,2
"sim3a","n7_S1_k1_F.tsv_trees.txt",8162,193,231,35.3333333333333,0.835497835497836
"sim3a","n7_S10_k1_F.tsv_trees.txt",720,108,280,2.57142857142857,0.385714285714286
"sim3a","n7_S100_k1_F.tsv_trees.txt",14284,130,222,64.3423423423423,0.585585585585586
"sim3a","n7_S11_k1_F.tsv_trees.txt",558,106,243,2.2962962962963,0.436213991769547
"sim3a","n7_S12_k1_F.tsv_trees.txt",431,128,239,1.80334728033473,0.535564853556485
"sim3a","n7_S13_k1_F.tsv_trees.txt",409,181,280,1.46071428571429,0.646428571428571
"sim3a","n7_S14_k1_F.tsv_trees.txt",6348,110,171,37.1228070175439,0.64327485380117
"sim3a","n7_S15_k1_F.tsv_trees.txt",1483,196,191,7.76439790575916,1.0261780104712
"sim3a","n7_S16_k1_F.tsv_trees.txt",400,138,121,3.30578512396694,1.1404958677686
"sim3a","n7_S17_k1_F.tsv_trees.txt",6529,74,157,41.5859872611465,0.471337579617834
"sim3a","n7_S18_k1_F.tsv_trees.txt",2496,153,207,12.0579710144928,0.739130434782609
"sim3a","n7_S19_k1_F.tsv_trees.txt",413,130,224,1.84375,0.580357142857143
"sim3a","n7_S2_k1_F.tsv_trees.txt",5850,111,166,35.2409638554217,0.668674698795181
"sim3a","n7_S20_k1_F.tsv_trees.txt",4875,100,191,25.5235602094241,0.523560209424084
"sim3a","n7_S21_k1_F.tsv_trees.txt",251,203,250,1.004,0.812
"sim3a","n7_S22_k1_F.tsv_trees.txt",301,117,255,1.18039215686275,0.458823529411765
"sim3a","n7_S23_k1_F.tsv_trees.txt",581,98,254,2.28740157480315,0.385826771653543
"sim3a","n7_S24_k1_F.tsv_trees.txt",1329,106,115,11.5565217391304,0.921739130434783
"sim3a","n7_S25_k1_F.tsv_trees.txt",913,119,126,7.24603174603175,0.944444444444444
"sim3a","n7_S26_k1_F.tsv_trees.txt",730,242,242,3.01652892561983,1
"sim3a","n7_S27_k1_F.tsv_trees.txt",91421,125,215,425.213953488372,0.581395348837209
"sim3a","n7_S28_k1_F.tsv_trees.txt",214,99,93,2.3010752688172,1.06451612903226
"sim3a","n7_S29_k1_F.tsv_trees.txt",5850,106,136,43.0147058823529,0.779411764705882
"sim3a","n7_S3_k1_F.tsv_trees.txt",7618,100,200,38.09,0.5
"sim3a","n7_S30_k1_F.tsv_trees.txt",949,93,146,6.5,0.636986301369863
"sim3a","n7_S31_k1_F.tsv_trees.txt",1497,120,250,5.988,0.48
"sim3a","n7_S32_k1_F.tsv_trees.txt",1671,224,207,8.07246376811594,1.08212560386473
"sim3a","n7_S33_k1_F.tsv_trees.txt",179,102,157,1.14012738853503,0.64968152866242
"sim3a","n7_S34_k1_F.tsv_trees.txt",12697,137,165,76.9515151515152,0.83030303030303
"sim3a","n7_S35_k1_F.tsv_trees.txt",581,103,177,3.28248587570621,0.581920903954802
"sim3a","n7_S36_k1_F.tsv_trees.txt",114277,138,250,457.108,0.552
"sim3a","n7_S37_k1_F.tsv_trees.txt",1950,90,155,12.5806451612903,0.580645161290323
"sim3a","n7_S38_k1_F.tsv_trees.txt",29254,87,193,151.575129533679,0.450777202072539
"sim3a","n7_S39_k1_F.tsv_trees.txt",4875,142,151,32.2847682119205,0.940397350993378
"sim3a","n7_S4_k1_F.tsv_trees.txt",1124,91,228,4.92982456140351,0.399122807017544
"sim3a","n7_S40_k1_F.tsv_trees.txt",359,182,281,1.27758007117438,0.647686832740214
"sim3a","n7_S41_k1_F.tsv_trees.txt",1199,108,208,5.76442307692308,0.519230769230769
"sim3a","n7_S42_k1_F.tsv_trees.txt",1559,115,231,6.74891774891775,0.497835497835498
"sim3a","n7_S43_k1_F.tsv_trees.txt",1509,85,247,6.10931174089069,0.34412955465587
"sim3a","n7_S44_k1_F.tsv_trees.txt",2599,111,234,11.1068376068376,0.474358974358974
"sim3a","n7_S45_k1_F.tsv_trees.txt",38092,93,197,193.360406091371,0.472081218274112
"sim3a","n7_S46_k1_F.tsv_trees.txt",277,143,178,1.5561797752809,0.803370786516854
"sim3a","n7_S47_k1_F.tsv_trees.txt",1345,117,134,10.0373134328358,0.873134328358209
"sim3a","n7_S48_k1_F.tsv_trees.txt",852,151,208,4.09615384615385,0.725961538461538
"sim3a","n7_S49_k1_F.tsv_trees.txt",210,159,112,1.875,1.41964285714286
"sim3a","n7_S5_k1_F.tsv_trees.txt",593,137,108,5.49074074074074,1.26851851851852
"sim3a","n7_S50_k1_F.tsv_trees.txt",748,119,195,3.83589743589744,0.61025641025641
"sim3a","n7_S51_k1_F.tsv_trees.txt",427,152,190,2.24736842105263,0.8
"sim3a","n7_S52_k1_F.tsv_trees.txt",1080,199,218,4.95412844036697,0.912844036697248
"sim3a","n7_S53_k1_F.tsv_trees.txt",5223,99,122,42.8114754098361,0.811475409836066
"sim3a","n7_S54_k1_F.tsv_trees.txt",619,142,169,3.66272189349112,0.840236686390533
"sim3a","n7_S55_k1_F.tsv_trees.txt",633,102,160,3.95625,0.6375
"sim3a","n7_S56_k1_F.tsv_trees.txt",3113,90,144,21.6180555555556,0.625
"sim3a","n7_S57_k1_F.tsv_trees.txt",114277,178,46,2484.28260869565,3.8695652173913
"sim3a","n7_S58_k1_F.tsv_trees.txt",784,124,223,3.51569506726457,0.556053811659193
"sim3a","n7_S59_k1_F.tsv_trees.txt",692,180,177,3.90960451977401,1.01694915254237
"sim3a","n7_S6_k1_F.tsv_trees.txt",1467,104,168,8.73214285714286,0.619047619047619
"sim3a","n7_S60_k1_F.tsv_trees.txt",467,160,149,3.13422818791946,1.0738255033557
"sim3a","n7_S61_k1_F.tsv_trees.txt",587,213,242,2.42561983471074,0.880165289256198
"sim3a","n7_S62_k1_F.tsv_trees.txt",2948,149,227,12.9867841409692,0.656387665198238
"sim3a","n7_S63_k1_F.tsv_trees.txt",3808,149,260,14.6461538461538,0.573076923076923
"sim3a","n7_S64_k1_F.tsv_trees.txt",127,127,7,18.1428571428571,18.1428571428571
"sim3a","n7_S65_k1_F.tsv_trees.txt",572,97,155,3.69032258064516,0.625806451612903
"sim3a","n7_S66_k1_F.tsv_trees.txt",267,116,134,1.99253731343284,0.865671641791045
"sim3a","n7_S67_k1_F.tsv_trees.txt",1124,122,127,8.8503937007874,0.960629921259842
"sim3a","n7_S68_k1_F.tsv_trees.txt",2708,136,270,10.0296296296296,0.503703703703704
"sim3a","n7_S69_k1_F.tsv_trees.txt",5200,119,126,41.2698412698413,0.944444444444444
"sim3a","n7_S7_k1_F.tsv_trees.txt",270,135,250,1.08,0.54
"sim3a","n7_S70_k1_F.tsv_trees.txt",652,118,255,2.55686274509804,0.462745098039216
"sim3a","n7_S71_k1_F.tsv_trees.txt",599,112,197,3.04060913705584,0.568527918781726
"sim3a","n7_S72_k1_F.tsv_trees.txt",689,132,254,2.71259842519685,0.519685039370079
"sim3a","n7_S73_k1_F.tsv_trees.txt",5377,137,229,23.4803493449782,0.59825327510917
"sim3a","n7_S74_k1_F.tsv_trees.txt",234,234,203,1.15270935960591,1.15270935960591
"sim3a","n7_S75_k1_F.tsv_trees.txt",2611,120,280,9.325,0.428571428571429
"sim3a","n7_S76_k1_F.tsv_trees.txt",22855,116,196,116.607142857143,0.591836734693878
"sim3a","n7_S77_k1_F.tsv_trees.txt",3385,80,169,20.0295857988166,0.473372781065089
"sim3a","n7_S78_k1_F.tsv_trees.txt",298,136,148,2.01351351351351,0.918918918918919
"sim3a","n7_S79_k1_F.tsv_trees.txt",731,114,113,6.46902654867257,1.00884955752212
"sim3a","n7_S8_k1_F.tsv_trees.txt",1580,134,90,17.5555555555556,1.48888888888889
"sim3a","n7_S80_k1_F.tsv_trees.txt",570,107,92,6.19565217391304,1.16304347826087
"sim3a","n7_S81_k1_F.tsv_trees.txt",14284,118,209,68.3444976076555,0.564593301435407
"sim3a","n7_S82_k1_F.tsv_trees.txt",8125,140,273,29.7619047619048,0.512820512820513
"sim3a","n7_S83_k1_F.tsv_trees.txt",731,164,237,3.08438818565401,0.691983122362869
"sim3a","n7_S84_k1_F.tsv_trees.txt",1039,186,135,7.6962962962963,1.37777777777778
"sim3a","n7_S85_k1_F.tsv_trees.txt",2215,135,105,21.0952380952381,1.28571428571429
"sim3a","n7_S86_k1_F.tsv_trees.txt",144,134,104,1.38461538461538,1.28846153846154
"sim3a","n7_S87_k1_F.tsv_trees.txt",24378,121,132,184.681818181818,0.916666666666667
"sim3a","n7_S88_k1_F.tsv_trees.txt",1142,95,262,4.3587786259542,0.362595419847328
"sim3a","n7_S89_k1_F.tsv_trees.txt",424,131,201,2.10945273631841,0.651741293532338
"sim3a","n7_S9_k1_F.tsv_trees.txt",2231,131,241,9.25726141078838,0.54356846473029
"sim3a","n7_S90_k1_F.tsv_trees.txt",3656,132,228,16.0350877192982,0.578947368421053
"sim3a","n7_S91_k1_F.tsv_trees.txt",779,147,104,7.49038461538461,1.41346153846154
"sim3a","n7_S92_k1_F.tsv_trees.txt",9751,113,100,97.51,1.13
"sim3a","n7_S93_k1_F.tsv_trees.txt",1231,121,279,4.41218637992832,0.433691756272401
"sim3a","n7_S94_k1_F.tsv_trees.txt",763,154,178,4.28651685393258,0.865168539325843
"sim3a","n7_S95_k1_F.tsv_trees.txt",138,134,113,1.2212389380531,1.1858407079646
"sim3a","n7_S96_k1_F.tsv_trees.txt",881,113,209,4.21531100478469,0.54066985645933
"sim3a","n7_S97_k1_F.tsv_trees.txt",570,103,134,4.25373134328358,0.76865671641791
"sim3a","n7_S98_k1_F.tsv_trees.txt",812,96,75,10.8266666666667,1.28
"sim3a","n7_S99_k1_F.tsv_trees.txt",11701,89,118,99.1610169491525,0.754237288135593
"sim3b","n7_S1_k1_F_downsample_trees.txt",6529,193,180,36.2722222222222,1.07222222222222
"sim3b","n7_S10_k1_F_downsample_trees.txt",576,108,179,3.21787709497207,0.603351955307263
"sim3b","n7_S100_k1_F_downsample_trees.txt",9141,130,142,64.3732394366197,0.915492957746479
"sim3b","n7_S11_k1_F_downsample_trees.txt",320,106,194,1.64948453608247,0.54639175257732
"sim3b","n7_S12_k1_F_downsample_trees.txt",379,128,153,2.47712418300654,0.836601307189543
"sim3b","n7_S13_k1_F_downsample_trees.txt",366,181,224,1.63392857142857,0.808035714285714
"sim3b","n7_S14_k1_F_downsample_trees.txt",4062,110,107,37.9626168224299,1.02803738317757
"sim3b","n7_S15_k1_F_downsample_trees.txt",1483,196,87,17.0459770114943,2.25287356321839
"sim3b","n7_S16_k1_F_downsample_trees.txt",158,138,42,3.76190476190476,3.28571428571429
"sim3b","n7_S17_k1_F_downsample_trees.txt",5223,74,100,52.23,0.74
"sim3b","n7_S18_k1_F_downsample_trees.txt",2042,153,117,17.4529914529915,1.30769230769231
"sim3b","n7_S19_k1_F_downsample_trees.txt",413,130,224,1.84375,0.580357142857143
"sim3b","n7_S2_k1_F_downsample_trees.txt",5850,111,50,117,2.22
"sim3b","n7_S20_k1_F_downsample_trees.txt",4875,100,152,32.0723684210526,0.657894736842105
"sim3b","n7_S21_k1_F_downsample_trees.txt",190,203,160,1.1875,1.26875
"sim3b","n7_S22_k1_F_downsample_trees.txt",228,117,130,1.75384615384615,0.9
"sim3b","n7_S23_k1_F_downsample_trees.txt",339,98,203,1.66995073891626,0.482758620689655
"sim3b","n7_S24_k1_F_downsample_trees.txt",1329,106,34,39.0882352941176,3.11764705882353
"sim3b","n7_S25_k1_F_downsample_trees.txt",913,119,17,53.7058823529412,7
"sim3b","n7_S26_k1_F_downsample_trees.txt",288,242,41,7.02439024390244,5.90243902439024
"sim3b","n7_S27_k1_F_downsample_trees.txt",73137,125,137,533.846715328467,0.912408759124088
"sim3b","n7_S28_k1_F_downsample_trees.txt",213,99,64,3.328125,1.546875
"sim3b","n7_S29_k1_F_downsample_trees.txt",5850,106,61,95.9016393442623,1.73770491803279
"sim3b","n7_S3_k1_F_downsample_trees.txt",6094,100,128,47.609375,0.78125
"sim3b","n7_S30_k1_F_downsample_trees.txt",603,93,74,8.14864864864865,1.25675675675676
"sim3b","n7_S31_k1_F_downsample_trees.txt",1497,120,159,9.41509433962264,0.754716981132076
"sim3b","n7_S32_k1_F_downsample_trees.txt",238,224,207,1.14975845410628,1.08212560386473
"sim3b","n7_S33_k1_F_downsample_trees.txt",144,102,37,3.89189189189189,2.75675675675676
"sim3b","n7_S34_k1_F_downsample_trees.txt",168,137,46,3.65217391304348,2.97826086956522
"sim3b","n7_S35_k1_F_downsample_trees.txt",463,103,79,5.86075949367089,1.30379746835443
"sim3b","n7_S36_k1_F_downsample_trees.txt",91421,138,159,574.974842767296,0.867924528301887
"sim3b","n7_S37_k1_F_downsample_trees.txt",1560,90,110,14.1818181818182,0.818181818181818
"sim3b","n7_S38_k1_F_downsample_trees.txt",23403,87,123,190.268292682927,0.707317073170732
"sim3b","n7_S39_k1_F_downsample_trees.txt",4875,142,30,162.5,4.73333333333333
"sim3b","n7_S4_k1_F_downsample_trees.txt",241,91,182,1.32417582417582,0.5
"sim3b","n7_S40_k1_F_downsample_trees.txt",274,182,24,11.4166666666667,7.58333333333333
"sim3b","n7_S41_k1_F_downsample_trees.txt",1199,108,106,11.311320754717,1.0188679245283
"sim3b","n7_S42_k1_F_downsample_trees.txt",1559,115,118,13.2118644067797,0.974576271186441
"sim3b","n7_S43_k1_F_downsample_trees.txt",1509,85,157,9.61146496815287,0.54140127388535
"sim3b","n7_S44_k1_F_downsample_trees.txt",2599,111,150,17.3266666666667,0.74
"sim3b","n7_S45_k1_F_downsample_trees.txt",24378,93,126,193.47619047619,0.738095238095238
"sim3b","n7_S46_k1_F_downsample_trees.txt",227,143,27,8.40740740740741,5.2962962962963
"sim3b","n7_S47_k1_F_downsample_trees.txt",1059,117,73,14.5068493150685,1.6027397260274
"sim3b","n7_S48_k1_F_downsample_trees.txt",664,151,132,5.03030303030303,1.14393939393939
"sim3b","n7_S49_k1_F_downsample_trees.txt",210,159,89,2.35955056179775,1.78651685393258
"sim3b","n7_S5_k1_F_downsample_trees.txt",474,137,73,6.49315068493151,1.87671232876712
"sim3b","n7_S50_k1_F_downsample_trees.txt",456,119,195,2.33846153846154,0.61025641025641
"sim3b","n7_S51_k1_F_downsample_trees.txt",186,152,64,2.90625,2.375
"sim3b","n7_S52_k1_F_downsample_trees.txt",1080,199,139,7.76978417266187,1.43165467625899
"sim3b","n7_S53_k1_F_downsample_trees.txt",603,99,31,19.4516129032258,3.19354838709677
"sim3b","n7_S54_k1_F_downsample_trees.txt",142,142,135,1.05185185185185,1.05185185185185
"sim3b","n7_S55_k1_F_downsample_trees.txt",131,102,42,3.11904761904762,2.42857142857143
"sim3b","n7_S56_k1_F_downsample_trees.txt",1874,90,92,20.3695652173913,0.978260869565217
"sim3b","n7_S57_k1_F_downsample_trees.txt",91421,178,13,7032.38461538462,13.6923076923077
"sim3b","n7_S58_k1_F_downsample_trees.txt",680,124,76,8.94736842105263,1.63157894736842
"sim3b","n7_S59_k1_F_downsample_trees.txt",692,180,30,23.0666666666667,6
"sim3b","n7_S6_k1_F_downsample_trees.txt",1462,104,55,26.5818181818182,1.89090909090909
"sim3b","n7_S60_k1_F_downsample_trees.txt",160,160,37,4.32432432432432,4.32432432432432
"sim3b","n7_S61_k1_F_downsample_trees.txt",581,213,99,5.86868686868687,2.15151515151515
"sim3b","n7_S62_k1_F_downsample_trees.txt",2089,149,181,11.5414364640884,0.823204419889503
"sim3b","n7_S63_k1_F_downsample_trees.txt",3046,149,208,14.6442307692308,0.716346153846154
"sim3b","n7_S64_k1_F_downsample_trees.txt",127,127,7,18.1428571428571,18.1428571428571
"sim3b","n7_S65_k1_F_downsample_trees.txt",424,97,99,4.28282828282828,0.97979797979798
"sim3b","n7_S66_k1_F_downsample_trees.txt",267,116,134,1.99253731343284,0.865671641791045
"sim3b","n7_S67_k1_F_downsample_trees.txt",1124,122,10,112.4,12.2
"sim3b","n7_S68_k1_F_downsample_trees.txt",1234,136,215,5.73953488372093,0.632558139534884
"sim3b","n7_S69_k1_F_downsample_trees.txt",5200,119,64,81.25,1.859375
"sim3b","n7_S7_k1_F_downsample_trees.txt",226,135,45,5.02222222222222,3
"sim3b","n7_S70_k1_F_downsample_trees.txt",566,118,42,13.4761904761905,2.80952380952381
"sim3b","n7_S71_k1_F_downsample_trees.txt",226,112,125,1.808,0.896
"sim3b","n7_S72_k1_F_downsample_trees.txt",689,132,94,7.32978723404255,1.40425531914894
"sim3b","n7_S73_k1_F_downsample_trees.txt",4301,137,183,23.5027322404372,0.748633879781421
"sim3b","n7_S74_k1_F_downsample_trees.txt",173,234,130,1.33076923076923,1.8
"sim3b","n7_S75_k1_F_downsample_trees.txt",2611,120,145,18.0068965517241,0.827586206896552
"sim3b","n7_S76_k1_F_downsample_trees.txt",18284,116,125,146.272,0.928
"sim3b","n7_S77_k1_F_downsample_trees.txt",3385,80,108,31.3425925925926,0.740740740740741
"sim3b","n7_S78_k1_F_downsample_trees.txt",121,136,76,1.59210526315789,1.78947368421053
"sim3b","n7_S79_k1_F_downsample_trees.txt",730,114,15,48.6666666666667,7.6
"sim3b","n7_S8_k1_F_downsample_trees.txt",134,134,10,13.4,13.4
"sim3b","n7_S80_k1_F_downsample_trees.txt",309,107,37,8.35135135135135,2.89189189189189
"sim3b","n7_S81_k1_F_downsample_trees.txt",14284,118,182,78.4835164835165,0.648351648351648
"sim3b","n7_S82_k1_F_downsample_trees.txt",8125,140,174,46.6954022988506,0.804597701149425
"sim3b","n7_S83_k1_F_downsample_trees.txt",467,164,151,3.09271523178808,1.08609271523179
"sim3b","n7_S84_k1_F_downsample_trees.txt",1039,186,16,64.9375,11.625
"sim3b","n7_S85_k1_F_downsample_trees.txt",2215,135,42,52.7380952380952,3.21428571428571
"sim3b","n7_S86_k1_F_downsample_trees.txt",144,134,104,1.38461538461538,1.28846153846154
"sim3b","n7_S87_k1_F_downsample_trees.txt",1492,121,105,14.2095238095238,1.15238095238095
"sim3b","n7_S88_k1_F_downsample_trees.txt",914,95,167,5.47305389221557,0.568862275449102
"sim3b","n7_S89_k1_F_downsample_trees.txt",306,131,128,2.390625,1.0234375
